ID,Lat,Long,ListPrice,SaleYear,Bathroom,Bedroom,BuiltYear,BuildDecade,MajorRenov,FinishSqFt,LotSqFt,MSA,City,HighSchool,SalePrice
3731693,41.934383,-87.67421,359000,2014,2,2,1996,1990,NONE,1234,2900.5,Chicago,Chicago,Lake View High School,326451.7245619166
3695281,41.986038,-87.654602,170000,2014,1,1,1962,1960,NONE,800,6294,Chicago,Chicago,Senn High School,196170.66966090995
3738037,41.919895,-87.642069,460000,2014,2.5,3,1963,1960,NONE,1152,1096,Chicago,Chicago,Lincoln Park High School,360774.7540493986
3738156,41.918762,-87.640052,747230.4,2014,3,4,1999,1990,NONE,3200,13338.39528,Chicago,Chicago,Lincoln Park High School,625442.0272540976
3792612,41.824002,-87.806986,488000,2010,3,3,1940,1940,2010,2400,15472.04295,Chicago,Riverside,Riverside Brookfield Twp High School,414745.50941461796
3759571,41.88148,-87.838077,1.00E+05,2014,1,3,1894,1890,NONE,1280,4125,Chicago,Maywood,NONE,186062.82156540183
3733906,41.914913,-87.676948,385000,2013,2,2,1996,1990,NONE,1400,5379.5,Chicago,Chicago,Wells Community Academy High School,342656.3360348355
3739348,41.918804,-87.636993,349900,2014,1,1,1970,1970,NONE,881,4160,Chicago,Chicago,Lincoln Park High School,320373.31369371584
3739907,41.917976,-87.645149,325000,2013,1,2,1920,1920,NONE,888,5522.5,Chicago,Chicago,Lincoln Park High School,289674.0513633567
3702507,41.970325,-87.652038,429000,2008,2,3,1913,1910,NONE,2400,9365,Chicago,Chicago,Senn High School,384464.7122211183
3703978,41.960136,-87.647689,147900,2013,1,2,1963,1960,NONE,900,5597,Chicago,Chicago,Senn High School,187609.42349322914
3761669,41.883701,-87.809235,65000,2013,1,2,NA,UNKNOWN,NONE,700,5654,Chicago,Forest Park,NONE,184401.29907499612
3797961,41.90594,-87.78236,459000,2014,3,3,1928,1920,2006,1800,4726,Chicago,Oak Park,Oak Park & River Forest High School,373165.11476982536
3797995,41.907133,-87.780152,389000,2014,2,4,1924,1920,NONE,2123.5,8127,Chicago,Oak Park,Oak Park & River Forest High School,355715.49958211207
3768471,41.874919,-87.880412,139000,2014,2,2,1948,1940,NONE,1000,6516.5,Chicago,Bellwood,NONE,188599.5638750202
3742545,41.914363,-87.634338,267000,2011,1,1,1972,1970,NONE,825,5581,Chicago,Chicago,Lincoln Park High School,233734.411213408
3744188,41.907923,-87.811759,439000,2013,3,3,1954,1950,NONE,2520.5,8058.5,Chicago,River Forest,Oak Park & River Forest High School,393955.8881733056
3769095,41.876603,-87.871243,89900,2010,1,2,1954,1950,NONE,975,5336,Chicago,Bellwood,NONE,184401.29907499612
3773864,41.860574,-87.869448,219900,2014,2,4,1953,1950,2006,1154,6651,Chicago,Westchester,NONE,226161.49479490015
3776925,41.849857,-87.814974,215000,2014,2,4,1960,1960,NONE,1419,6098,Chicago,North Riverside,Riverside Brookfield Twp High School,221278.6972968827
3780424,41.839864,-87.858491,169900,2014,1,2,1951,1950,NONE,1125,6699,Chicago,La Grange Park,Riverside Brookfield Twp High School,190583.8025766231
3783277,41.843779,-87.88722,239900,2013,2,3,1958,1950,2006,1408,5998,Chicago,Westchester,NONE,227190.16969722512
3705368,41.966075,-87.661476,284900,2013,2,2,1906,1900,NONE,1428,6675,Chicago,Chicago,Senn High School,263213.2763567694
3707951,41.963134,-87.676359,315000,2014,2,2,1963,1960,NONE,1260,1078,Chicago,Chicago,Amundsen High School,295752.46223155747
3769277,41.873954,-87.87274,49000,2013,2,4,NA,UNKNOWN,NONE,1283,6274,Chicago,Bellwood,NONE,192160.14622920527
3771937,41.856808,-87.8977,129900,2014,1,2,1955,1950,NONE,1120,6577,Chicago,Westchester,NONE,180863.97740754497
3711878,41.944754,-87.664801,747230.4,2009,2,4,1898,1890,NONE,3500,8624.5,Chicago,Chicago,Lake View High School,600335.6734565696
3712464,41.944714,-87.655617,539000,2014,3,3,1995,1990,NONE,2238,11107,Chicago,Chicago,Lake View High School,410628.9060840268
3712488,41.944286,-87.658009,575000,2014,2.5,3,1995,1990,NONE,2500,10562.5,Chicago,Chicago,Lake View High School,556513.2840718926
3786687,41.823631,-87.873008,574900,2014,2,3,1899,1890,2013,2231,7840.5,Chicago,La Grange Park,Lyons Twp High School,494166.090668871
3773460,41.860122,-87.87532,215000,2013,2,3,1951,1950,NONE,1600,4655,Chicago,Westchester,NONE,222916.95910055446
3774456,41.851702,-87.872928,249900,2015,2,3,1949,1940,NONE,1100,6316,Chicago,Westchester,NONE,221878.4649167258
3775727,41.861304,-87.845181,135000,2014,1.5,3,1942,1940,NONE,1100,6402.5,Chicago,Broadview,NONE,184401.29907499612
3807055,41.889019,-87.779359,499900,2014,3,3,1926,1920,NONE,2136,6412,Chicago,Oak Park,Oak Park & River Forest High School,399052.9174738034
3815149,41.878619,-87.795703,364900,2013,2,3,1917,1910,NONE,1420.5,7019.5,Chicago,Oak Park,Oak Park & River Forest High School,332058.98282344773
3816967,41.867593,-87.800862,329000,2013,1,3,NA,UNKNOWN,NONE,1300,4625,Chicago,Oak Park,Oak Park & River Forest High School,319669.54430466105
3712998,41.954105,-87.648476,165000,2014,1,1,1968,1960,NONE,750,5376,Chicago,Chicago,Senn High School,187139.96330706202
3714019,41.953304,-87.645569,159000,2014,1,1,1960,1960,NONE,811,7296,Chicago,Chicago,Senn High School,187609.42349322914
3714319,41.952526,-87.645736,565000,2013,2,2,1927,1920,NONE,2000,10109.5,Chicago,Chicago,Lake View High School,506547.1205820439
3714440,41.952675,-87.646019,264500,2013,1,2,NA,UNKNOWN,NONE,1200,6602.5,Chicago,Chicago,Lake View High School,233484.69323589947
3714443,41.952674,-87.646018,263000,2013,1,2,NA,UNKNOWN,NONE,1200,5552,Chicago,Chicago,Lake View High School,233484.69323589947
3716719,41.947235,-87.643081,179900,2014,1,1,1926,1920,NONE,765,5190.5,Chicago,Chicago,Lake View High School,196170.66966090995
3716979,41.945735,-87.647377,3.00E+05,2015,1,2,1908,1900,NONE,1200,7187,Chicago,Chicago,Lake View High School,264805.42369090323
3798157,41.903974,-87.780655,449000,2013,3,4,NA,UNKNOWN,NONE,1600,5662,Chicago,Oak Park,Oak Park & River Forest High School,381256.77605348616
3798182,41.905266,-87.779471,279000,2014,1,3,1923,1920,NONE,1400,6275.5,Chicago,Oak Park,Oak Park & River Forest High School,259015.01155674527
3802127,41.899113,-87.798222,518000,2013,1.5,3,1913,1910,NONE,1950,9801,Chicago,Oak Park,Oak Park & River Forest High School,402649.3675013994
3802294,41.896923,-87.802385,519000,2014,2.5,4,1924,1920,NONE,2051,7616,Chicago,Oak Park,Oak Park & River Forest High School,418214.7746741643
3735821,41.918342,-87.655181,574000,2013,2.5,3,1908,1900,NONE,1850,8276,Chicago,Chicago,Lincoln Park High School,516138.08626137226
3735892,41.918358,-87.654282,599000,2014,2.5,2,1995,1990,NONE,2010,7666,Chicago,Chicago,Lincoln Park High School,534401.0721352645
3777865,41.837464,-87.817925,579000,2013,2.5,4,1940,1940,NONE,2731,9683,Chicago,Riverside,Riverside Brookfield Twp High School,559384.3995857306
3778786,41.846299,-87.837245,259000,2010,2,3,1948,1940,NONE,1640,7735,Chicago,North Riverside,NONE,235312.3539828733
3788378,41.832039,-87.85011,220000,2013,2,3,1925,1920,NONE,1300,7456,Chicago,Brookfield,Riverside Brookfield Twp High School,220429.21416293422
3830862,41.841955,-87.776288,119500,2015,1,2,1926,1920,NONE,1300,8254,Chicago,Cicero,J Sterling Morton East High School,184575.0453147863
3759226,41.887569,-87.826744,109000,2014,1,2,1953,1950,2013,785,5144.5,Chicago,River Forest,Oak Park & River Forest High School,186496.7408242589
3760824,41.887275,-87.814315,155000,2014,1,3,1965,1960,NONE,1361.5,6642.5,Chicago,River Forest,Oak Park & River Forest High School,188776.14110763007
3801033,41.902991,-87.801422,674900,2014,3,4,1936,1930,NONE,2848,7770.5,Chicago,Oak Park,Oak Park & River Forest High School,603869.5297804591
3803244,41.892237,-87.801012,595000,2013,4,4,1993,1990,NONE,3157,6098,Chicago,Oak Park,Oak Park & River Forest High School,582322.3521976755
3807680,41.883538,-87.780169,253000,2014,2,3,1913,1910,NONE,1697,4356,Chicago,Oak Park,Oak Park & River Forest High School,241389.57212209213
3838686,41.822444,-87.781118,329000,2015,3,4,1950,1950,NONE,2625,10890,Chicago,Berwyn,J Sterling Morton West High School,343581.6003551275
3844170,41.906436,-87.628372,335000,2011,2,2,1969,1960,NONE,1650,7561,Chicago,Chicago,Lincoln Park High School,327328.1859250907
3762852,41.878039,-87.806558,299000,2013,1.5,3,1895,1890,NONE,2000,6272,Chicago,Forest Park,NONE,273146.1212263891
3762911,41.877119,-87.811046,489000,2013,2.5,4,NA,UNKNOWN,NONE,2518.5,6350,Chicago,Forest Park,NONE,413635.5664153532
3737920,41.918949,-87.647674,285000,2013,1,1,2013,2010,NONE,921.5,5815,Chicago,Chicago,Lincoln Park High School,253980.28072456174
3738013,41.918767,-87.643602,349900,2013,1,2,1972,1970,NONE,1037,6316,Chicago,Chicago,Lincoln Park High School,320373.31369371584
3739218,41.919956,-87.638466,524500,2014,2,2,1890,1890,NONE,1700,6969.5,Chicago,Chicago,Lincoln Park High School,402527.3122469798
3739365,41.918804,-87.636993,369000,2014,2,2,1972,1970,NONE,1102,5882,Chicago,Chicago,Lincoln Park High School,326994.4864779227
3742764,41.912048,-87.635284,245000,2014,1,1,1971,1970,NONE,919,3928.5,Chicago,Chicago,Lincoln Park High School,223516.78517849706
3846475,41.90269,-87.627426,747230.4,2014,3.5,3,1924,1920,NONE,2925,12159.5,Chicago,Chicago,Lincoln Park High School,620530.8131792255
3846991,41.901901,-87.625656,515000,2013,2,3,1971,1970,NONE,1800,7993,Chicago,Chicago,Lincoln Park High School,399444.4371351715
3847197,41.902214,-87.62593,2.00E+05,2013,1,1,1889,1880,NONE,923,6202.5,Chicago,Chicago,Lincoln Park High School,217551.97668612946
3721697,41.939579,-87.639045,354000,2014,2,2,NA,UNKNOWN,NONE,1450,7504.5,Chicago,Chicago,Lake View High School,331904.2438338716
3775197,41.860426,-87.858155,194900,2013,2,5,1956,1950,NONE,1372,5945.5,Chicago,Broadview,NONE,210730.54027837995
3815647,41.874592,-87.797626,615000,2013,2,4,1912,1910,NONE,2000,9016,Chicago,Oak Park,Oak Park & River Forest High School,521278.8369091791
3780393,41.839132,-87.860173,227900,2014,1,3,1949,1940,NONE,1340,7505.5,Chicago,La Grange Park,Riverside Brookfield Twp High School,217785.68990374106
3724397,41.931518,-87.642623,574900,2009,3,3,1981,1980,NONE,2230,10242.5,Chicago,Chicago,Lincoln Park High School,509669.44710730657
3817616,41.868062,-87.790528,417000,2013,2,3,1909,1900,NONE,1600,6446.5,Chicago,Oak Park,Oak Park & River Forest High School,344504.569349124
3817870,41.866688,-87.788549,399000,2013,3,4,1911,1910,NONE,1592,4725,Chicago,Oak Park,Oak Park & River Forest High School,362402.32858748734
3815220,41.877675,-87.801358,429000,2015,1.5,3,1914,1910,NONE,1511,4625,Chicago,Oak Park,Oak Park & River Forest High School,349924.0065190501
3816838,41.869577,-87.797461,309000,2013,1.5,2,1908,1900,NONE,1527,6165,Chicago,Oak Park,Oak Park & River Forest High School,290840.7689777576
3851453,41.897991,-87.625213,364900,2015,1,1,1977,1970,NONE,1000,5806,Chicago,Chicago,Wells Community Academy High School,322577.5981001276
3727172,41.939395,-87.667778,210000,2013,1,1,NA,UNKNOWN,NONE,911,5814.5,Chicago,Chicago,Lake View High School,217551.97668612946
3727892,41.938953,-87.658058,224900,2014,1,1,1904,1900,NONE,850,4998.5,Chicago,Chicago,Lincoln Park High School,220156.29395679128
3854722,41.908695,-87.632186,239000,2013,1,1,1968,1960,NONE,822,5885,Chicago,Chicago,Lincoln Park High School,222797.60701482135
3820557,41.864538,-87.778129,176400,2013,2,5,1926,1920,NONE,1387,4051,Chicago,Cicero,J Sterling Morton East High School,209009.31026261064
3728946,41.929336,-87.663742,289000,2015,1,1,1928,1920,NONE,1000,4921.5,Chicago,Chicago,Lincoln Park High School,255798.74852550877
3729915,41.926795,-87.662124,462200,2013,1.5,2,NA,UNKNOWN,NONE,1346,5989,Chicago,Chicago,Lincoln Park High School,351973.5519358857
3760915,41.887455,-87.808823,145000,2013,2,2,1976,1970,NONE,1530,6734,Chicago,River Forest,Oak Park & River Forest High School,193224.1238851627
3798016,41.906496,-87.779788,334500,2013,2,4,1924,1920,NONE,1335,4795,Chicago,Oak Park,Oak Park & River Forest High School,328892.3019359239
3764883,41.871936,-87.839447,159900,2014,3,5,NA,UNKNOWN,NONE,1438,6642.5,Chicago,Maywood,NONE,218560.0868284992
3821779,41.858314,-87.772323,209900,2014,2,7,1927,1920,NONE,2800,4421,Chicago,Cicero,J Sterling Morton East High School,256904.44189440925
3861482,41.889328,-87.656822,449000,2013,1,2,1990,1990,2010,2650,11949.5,Chicago,Chicago,Wells Community Academy High School,387039.2464594198
3731225,41.937525,-87.675379,747230.4,2013,3,4,2013,2010,NONE,3800,14865.97844,Chicago,Chicago,Lake View High School,625442.0272540976
3826668,41.841456,-87.71802,139900,2012,2,6,1895,1890,NONE,2583.5,3005,Chicago,Chicago,Farragut Career Academy High School,228103.1980094298
3832514,41.846316,-87.783782,259900,2014,3,4,1928,1920,NONE,2800,4373,Chicago,Berwyn,J Sterling Morton West High School,269324.47593941056
3734284,41.913677,-87.669838,319000,2014,1,1,NA,UNKNOWN,NONE,1450,6316,Chicago,Chicago,Wells Community Academy High School,292890.3143945933
3734462,41.923943,-87.663627,747230.4,2013,3.5,4,2000,2000,NONE,3251,10672,Chicago,Chicago,Lincoln Park High School,627180.1671118168
3734738,41.922271,-87.661048,569000,2013,2,2,1980,1980,NONE,1457.5,5924,Chicago,Chicago,Lincoln Park High School,499433.0659548398
3802046,41.899345,-87.802818,549000,2013,3,4,1892,1890,2005,2323,476.06286,Chicago,Oak Park,Oak Park & River Forest High School,530634.932935097
3802339,41.896209,-87.801039,419900,2013,1.5,3,1956,1950,NONE,1600,7450,Chicago,Oak Park,Oak Park & River Forest High School,340087.6809713289
3802574,41.899929,-87.792018,560000,2014,2,3,1921,1920,NONE,2410,6185,Chicago,Oak Park,Oak Park & River Forest High School,541082.6470814392
3803558,41.89093,-87.798286,182900,2013,2,2,1970,1970,NONE,1200,6296,Chicago,Oak Park,Oak Park & River Forest High School,198569.1070216069
3835339,41.827735,-87.800554,134500,2013,2,4,1930,1930,NONE,2150,4094,Chicago,Berwyn,J Sterling Morton West High School,198981.02301241536
3838260,41.826381,-87.780726,124500,2014,1,2,1923,1920,NONE,1032,7840,Chicago,Berwyn,J Sterling Morton West High School,180863.97740754497
3838309,41.82567,-87.779477,179900,2014,2,3,NA,UNKNOWN,NONE,1580,5902,Chicago,Berwyn,J Sterling Morton East High School,200047.87582471938
3772759,41.853327,-87.887744,189900,2014,1,3,1952,1950,NONE,1172,6534,Chicago,Westchester,NONE,194354.57800922808
3737454,41.923515,-87.644134,328000,2013,1.5,2,1889,1880,NONE,1200,6427.5,Chicago,Chicago,Lincoln Park High School,320057.567231091
3863020,41.887165,-87.643799,375000,2014,2,2,1996,1990,NONE,1210,5727.5,Chicago,Chicago,Crane Technical Prep High School,328656.00896832836
3863110,41.887165,-87.643798,4.00E+05,2013,2,2,1997,1990,NONE,1231.5,6071.5,Chicago,Chicago,Crane Technical Prep High School,337171.58389169106
3863314,41.888348,-87.628807,152000,2014,1,0,1962,1960,NONE,575,6511.5,Chicago,Chicago,Wells Community Academy High School,187609.42349322914
3864211,41.893608,-87.623908,747230.4,2013,3,3,1991,1990,NONE,2364,9484,Chicago,Chicago,Wells Community Academy High School,596147.5286721525
3864516,41.892013,-87.623596,135000,2011,1,0,1962,1960,NONE,525,5753,Chicago,Chicago,Wells Community Academy High School,186450.84449183178
3864611,41.892013,-87.623596,225000,2013,1,1,1962,1960,NONE,875,3637,Chicago,Chicago,Wells Community Academy High School,220156.29395679128
3844768,41.906189,-87.626282,228000,2014,1,1,1972,1970,NONE,650,4355.5,Chicago,Chicago,Lincoln Park High School,220406.01193429984
3845366,41.904552,-87.628318,110000,2013,1,0,1968,1960,NONE,500,5562,Chicago,Chicago,Lincoln Park High School,185981.3843056646
3843029,41.91077,-87.627281,747230.4,2014,2,2,1975,1970,NONE,1850,8772.5,Chicago,Chicago,Lincoln Park High School,553812.0581995117
3740679,41.913425,-87.645126,747230.4,2014,3.5,3,1987,1980,2007,2500,8423,Chicago,Chicago,Lincoln Park High School,616782.3932754121
3743336,41.912547,-87.633227,289000,2014,1,1,1972,1970,NONE,800,7644.5,Chicago,Chicago,Lincoln Park High School,251884.83897529898
3843808,41.909015,-87.626571,639000,2014,3,3,1963,1960,NONE,1612,6044.5,Chicago,Chicago,Lincoln Park High School,556590.9270837662
3774236,41.853761,-87.87939,169900,2013,2,2,1953,1950,NONE,1121,6534,Chicago,Westchester,NONE,194782.06737664717
3774637,41.855327,-87.868952,164900,2014,2,2,1951,1950,NONE,1461.5,5939,Chicago,Westchester,NONE,189437.08424020294
3845984,41.903694,-87.625373,209900,2013,1,1,1957,1950,NONE,820,4922,Chicago,Chicago,Lincoln Park High School,217551.97668612946
3845986,41.903694,-87.625373,229000,2013,1,1,NA,UNKNOWN,NONE,900,5874.5,Chicago,Chicago,Lincoln Park High School,220156.29395679128
3846270,41.903786,-87.62616,314900,2014,2,2,1970,1970,NONE,1295.5,5902,Chicago,Chicago,Lincoln Park High School,291854.6835004333
3847200,41.902214,-87.625931,209000,2014,1,1,1889,1880,2014,700,3326.5,Chicago,Chicago,Lincoln Park High School,219647.41843539223
3847259,41.902191,-87.626984,229000,2014,1,1,1958,1950,NONE,800.5,4508,Chicago,Chicago,Lincoln Park High School,220156.29395679128
3847703,41.901211,-87.628044,216000,2014,1,1,1968,1960,NONE,925,7125.5,Chicago,Chicago,Lincoln Park High School,217082.51649996228
3778279,41.837157,-87.81177,349000,2013,1.5,3,1952,1950,NONE,1732,8145,Chicago,Riverside,Riverside Brookfield Twp High School,324440.3848435574
3850908,41.898826,-87.619598,469900,2013,2,2,1965,1960,NONE,1449.5,6599,Chicago,Chicago,Wells Community Academy High School,368526.81188508385
3869084,41.884849,-87.616813,215000,2014,1,1,1963,1960,NONE,650,5880.5,Chicago,Chicago,NONE,217551.97668612946
3815374,41.876662,-87.801842,329000,2014,2,3,1950,1950,NONE,1490,476.06286,Chicago,Oak Park,Oak Park & River Forest High School,325641.1732232869
3849554,41.899684,-87.619667,499000,2013,2,2,1955,1950,NONE,1436,6969.5,Chicago,Chicago,Wells Community Academy High School,386569.025213473
3853439,41.909311,-87.632168,174900,2013,1,1,1962,1960,NONE,800,5510,Chicago,Chicago,Lincoln Park High School,196170.66966090995
3784759,41.839521,-87.906904,259000,2013,2.5,3,1989,1980,NONE,2034,3591,Chicago,Westchester,NONE,243414.44857955046
3871611,41.874027,-87.62944,239000,2014,1,1,1911,1910,NONE,1000,5923.5,Chicago,Chicago,Phillips Academy High School,223267.06720098853
3872817,41.871346,-87.62809,299995,2014,2,2,1983,1980,NONE,1100,7383,Chicago,Chicago,Phillips Academy High School,269359.7618204638
3873787,41.876155,-87.648712,259000,2013,1,2,NA,UNKNOWN,NONE,1400,6316,Chicago,Chicago,Crane Technical Prep High School,236700.956267136
3875949,41.865161,-87.628623,747230.4,2014,4,4,1987,1980,NONE,3200,15472.04295,Chicago,Chicago,Phillips Academy High School,628827.6577787062
3876620,41.861755,-87.621582,515000,2014,2.5,2,1994,1990,NONE,2000,6490,Chicago,Chicago,Phillips Academy High School,416179.41400715784
3883236,41.814871,-87.812889,144900,2013,1,2,1953,1950,NONE,1088,7622.5,Chicago,Lyons,J Sterling Morton West High School,182022.5564089424
3890207,41.811937,-87.89598,699000,2012,3,4,1927,1920,NONE,2484,7858,Chicago,Western Springs,Lyons Twp High School,623089.133364293
3890948,41.810453,-87.891371,747230.4,2013,5,5,2006,2000,NONE,3800,10890,Chicago,Western Springs,Lyons Twp High School,625771.4060850808
3788496,41.832475,-87.845935,299700,2014,2,3,1927,1920,NONE,1898,8494,Chicago,Brookfield,Riverside Brookfield Twp High School,269172.9809096448
3791327,41.834739,-87.822003,450000,2013,2,3,1947,1940,NONE,1588,8219.5,Chicago,Riverside,Riverside Brookfield Twp High School,350803.573229394
3791384,41.833375,-87.822336,559000,2013,2.5,3,1936,1930,NONE,2650,6599,Chicago,Riverside,Riverside Brookfield Twp High School,555282.6751982643
3800569,41.907591,-87.795425,519000,2013,3,4,1928,1920,NONE,2915,7837,Chicago,Oak Park,Oak Park & River Forest High School,448360.5868707726
3857088,41.904121,-87.632976,240000,2014,1,1,1988,1980,NONE,800,5967.5,Chicago,Chicago,Lincoln Park High School,223516.78517849706
3857846,41.905418,-87.630462,330595,2012,2,2,1989,1980,NONE,1100,6773,Chicago,Chicago,Lincoln Park High School,320576.67687776196
3858764,41.901336,-87.628883,455000,2014,2,2,1971,1970,NONE,1200,6653.5,Chicago,Chicago,Lincoln Park High School,349367.1952033697
3816734,41.869894,-87.801563,395000,2013,2,3,1912,1910,NONE,1510,5227,Chicago,Oak Park,Oak Park & River Forest High School,344504.569349124
3817309,41.869746,-87.793042,409000,2014,1,3,1909,1900,NONE,1438.5,7011,Chicago,Oak Park,Oak Park & River Forest High School,340087.6809713289
3892807,41.809559,-87.915821,747230.4,2014,4,5,2007,2000,NONE,4005.61455,6732,Chicago,Hinsdale,NONE,622920.4565854998
3762483,41.881657,-87.807899,129900,2014,1,1,1970,1970,NONE,784,4845,Chicago,Forest Park,NONE,184651.01705250467
3805195,41.881847,-87.800385,225000,2013,2,2,NA,UNKNOWN,NONE,1223,5727.5,Chicago,Oak Park,Oak Park & River Forest High School,223966.53583038543
3805502,41.880302,-87.803459,182000,2014,1,2,1924,1920,1985,1508,7405,Chicago,Oak Park,Oak Park & River Forest High School,197337.38727531087
3806497,41.882449,-87.786627,747230.4,2013,4,5,1902,1900,2006,3040,8750,Chicago,Oak Park,Oak Park & River Forest High School,621335.8490814873
3816024,41.877113,-87.788911,379000,2014,2,3,1906,1900,NONE,1696,6300,Chicago,Oak Park,Oak Park & River Forest High School,334598.8792952154
3817131,41.866506,-87.800031,362500,2013,2,4,1919,1910,NONE,2029,5619,Chicago,Oak Park,Oak Park & River Forest High School,342359.3920877257
3896298,41.804021,-87.86764,349900,2013,2,3,1958,1950,NONE,1308,7155,Chicago,La Grange,Lyons Twp High School,324762.63620875386
3859397,41.905223,-87.666557,565000,2010,2.5,3,2006,2000,NONE,2294,9582.5,Chicago,Chicago,Wells Community Academy High School,513985.0889462941
3862346,41.892849,-87.63974,315000,2014,1,1,1910,1910,NONE,1050,7327.5,Chicago,Chicago,Wells Community Academy High School,289674.0513633567
3772241,41.854713,-87.897147,220000,2014,2,3,1958,1950,NONE,1162,6294,Chicago,Westchester,NONE,218767.69167252854
3772858,41.852929,-87.884777,274900,2014,2,3,1952,1950,NONE,1269,10606,Chicago,Westchester,NONE,254799.3812581973
3863656,41.888347,-87.628807,389000,2013,2,2,1962,1960,NONE,1225,5793,Chicago,Chicago,Wells Community Academy High School,344999.3742251288
3773229,41.849069,-87.886264,226900,2014,2.5,3,1964,1960,NONE,1222,10890,Chicago,Westchester,NONE,223623.6592268981
3773561,41.858994,-87.880639,194900,2014,2,3,1957,1950,NONE,1495,7866,Chicago,Westchester,NONE,201769.10584048874
3774071,41.855203,-87.880605,249900,2013,2,3,1951,1950,NONE,1665,7575,Chicago,Westchester,NONE,225094.72794796235
3775069,41.862847,-87.856297,199900,2014,1,3,1948,1940,NONE,1176,7209,Chicago,Broadview,NONE,197891.89967667928
3783069,41.845419,-87.882403,224700,2014,2,3,1956,1950,NONE,1378,15472.04295,Chicago,Westchester,NONE,220711.6672303107
3867188,41.893105,-87.61702,495000,2014,2,2,1982,1980,NONE,1445,8105.5,Chicago,Chicago,Wells Community Academy High School,382762.0431343984
3867480,41.891521,-87.612777,747230.4,2014,2,3,1968,1960,2013,1800,9321.5,Chicago,Chicago,Wells Community Academy High School,548148.6492679805
3870306,41.885009,-87.614807,445000,2013,2,2,1974,1970,NONE,1250,7121.5,Chicago,Chicago,Wells Community Academy High School,351028.71769377537
3901889,41.770504,-87.898059,699000,2014,3.5,4,1979,1970,NONE,3311,15472.04295,Chicago,Indian Head Park,Lyons Twp High School,628643.8816015903
3901934,41.768756,-87.89845,679500,2013,3,5,1999,1990,NONE,3306,15472.04295,Chicago,Indian Head Park,Lyons Twp High School,604528.6692812841
3902044,41.771368,-87.899173,689500,2013,4,4,1978,1970,NONE,3597.5,10889.5,Chicago,Indian Head Park,Lyons Twp High School,628827.6577787062
3906042,41.754589,-87.802761,175000,2014,2,4,NA,UNKNOWN,NONE,1695.5,8809.5,Chicago,Bridgeview,Argo Community High School,204088.88977502234
3864603,41.892013,-87.623596,299000,2014,1,1,1962,1960,NONE,950,6512,Chicago,Chicago,Wells Community Academy High School,264805.42369090323
3865847,41.896236,-87.623466,450000,2014,1,1,1985,1980,NONE,875,6973,Chicago,Chicago,Wells Community Academy High School,344950.30682557455
3785654,41.827952,-87.87988,407000,2014,2,3,1926,1920,NONE,1850,10933,Chicago,La Grange Park,Lyons Twp High School,346388.467640202
3920245,41.795053,-87.789579,149900,2013,1,2,1948,1940,NONE,819.5,5553.5,Chicago,Chicago,Kennedy High School,182022.5564089424
3920246,41.794938,-87.789575,169900,2014,1,2,1948,1940,NONE,1052,5575.5,Chicago,Chicago,Kennedy High School,190583.8025766231
3836452,41.825657,-87.784883,244900,2014,2,4,1924,1920,NONE,1400,3689,Chicago,Berwyn,J Sterling Morton West High School,226993.78781174176
3846462,41.90269,-87.627426,747230.4,2014,2,2,1929,1920,NONE,2450,9582.5,Chicago,Chicago,Lincoln Park High School,595831.4846399633
3848246,41.900245,-87.62516,210000,2014,1,1,1972,1970,NONE,750,4943,Chicago,Chicago,Wells Community Academy High School,217801.69466363802
3849711,41.899685,-87.619667,589000,2014,2,2,1955,1950,NONE,1450,6098,Chicago,Chicago,Wells Community Academy High School,515962.6544995144
3850172,41.898815,-87.623023,497500,2015,2,2,1969,1960,NONE,1282,4573.5,Chicago,Chicago,Wells Community Academy High School,384651.7519576102
3850797,41.898826,-87.619598,349900,2013,1,2,1975,1970,NONE,1178,7644,Chicago,Chicago,Wells Community Academy High School,320373.31369371584
3851166,41.899028,-87.619987,170000,2013,1,1,1961,1960,NONE,950,7012.5,Chicago,Chicago,Wells Community Academy High School,196170.66966090995
3874034,41.872253,-87.663696,415000,2013,2,3,1988,1980,NONE,2000,7405,Chicago,Chicago,Crane Technical Prep High School,349830.31595592044
3933717,41.780276,-87.684547,144900,2015,3,4,1918,1910,NONE,2638,7405,Chicago,Chicago,Gage Park High School,242224.0890061575
3869662,41.88485,-87.616814,210000,2014,1,0,1963,1960,NONE,650,4060.5,Chicago,Chicago,NONE,217551.97668612946
3869977,41.885009,-87.614807,205000,2013,1,0,1974,1970,NONE,708,7012.5,Chicago,Chicago,Wells Community Academy High School,217801.69466363802
3871151,41.885521,-87.614693,499900,2014,2,2,1991,1990,NONE,1143,6474,Chicago,Chicago,Wells Community Academy High School,379545.7801031619
3798209,41.904639,-87.778753,350000,2013,3,4,1925,1920,NONE,2636.5,10861,Chicago,Oak Park,Oak Park & River Forest High School,351332.50382626615
3875672,41.863317,-87.627662,512000,2013,2.5,3,1990,1990,NONE,1900,6670.5,Chicago,Chicago,Phillips Academy High School,412269.4375251069
3878552,41.841326,-87.653253,145000,2013,2.5,2,NA,UNKNOWN,NONE,1600,5858.5,Chicago,Chicago,Tilden Career Communty Academy High School,192202.2479164278
3854418,41.910388,-87.630607,599000,2013,2,2,1972,1970,NONE,1825,7208.5,Chicago,Chicago,Lincoln Park High School,520960.05526776594
